date,project,pod,regression_tests_automated,regression_tests_refactored,regression_tests_executed,regression_tests_passed,regression_tests_failed,shakedown_tests_automated,shakedown_tests_refactored,shakedown_tests_executed,shakedown_tests_passed,shakedown_tests_failed,defects_reported
04-09-2022,Honeycomb,3,438,42,218,66,152,51,14,50,3,47,4
04-09-2022,Honeycomb,2,797,718,763,394,369,51,21,41,39,2,4
04-09-2023,Mustangs,2,618,505,592,412,180,53,22,39,21,18,2
04-09-2023,Honeycomb,3,845,648,289,176,113,64,1,24,22,2,1
04-09-2023,PrimeSeven,1,946,664,448,100,348,81,71,15,8,7,1
04-09-2023,ImpactTraining,1,872,711,794,283,511,59,45,3,1,2,0
04-09-2023,ImpactTraining,3,704,160,637,615,22,98,32,78,30,48,1
04-09-2023,CelestialInterface,1,295,173,104,85,19,73,27,23,19,4,2
04-09-2023,CelestialInterface,2,506,1,190,188,2,68,21,52,41,11,2
04-10-2021,Discovery,3,731,661,625,110,515,99,57,67,8,59,0
04-10-2021,CelestialInterface,3,195,85,134,43,91,84,21,3,1,2,0
04-10-2021,BitterLaser,2,521,213,501,298,203,51,1,50,40,10,4
04-10-2021,Honeycomb,2,777,702,256,33,223,54,26,36,33,3,4
04-10-2021,CelestialInterface,2,791,317,774,48,726,95,7,87,14,73,2
04-10-2021,CelestialInterface,3,545,267,44,5,39,100,47,12,4,8,0
04-10-2021,Quicksilver,1,464,43,266,177,89,82,22,28,11,17,2
04-10-2021,Aurora,3,199,69,166,58,108,64,8,42,12,30,3
04-10-2022,BitterLaser,2,659,658,155,31,124,92,9,57,12,45,5
04-10-2022,BitterLaser,2,258,83,67,30,37,97,69,23,15,8,2
04-10-2022,Discovery,1,247,67,121,23,98,59,7,50,49,1,6
04-10-2022,GrayPanthers,1,349,337,291,261,30,84,75,67,13,54,3
04-10-2022,ImpactTraining,2,221,176,108,34,74,90,27,38,0,38,1
04-10-2022,BitterLaser,1,272,131,116,51,65,84,28,15,7,8,0
04-10-2022,CelestialInterface,1,806,601,224,74,150,93,73,61,32,29,0
04-10-2022,ImpactTraining,1,570,106,435,275,160,90,16,41,9,32,1
04-10-2022,Aurora,1,116,47,88,55,33,67,45,17,0,17,1
04-10-2022,Mustangs,3,603,350,154,70,84,73,66,5,2,3,0
04-10-2023,Aurora,1,741,688,72,33,39,81,50,80,15,65,2
04-10-2023,CelestialInterface,3,913,151,563,133,430,87,44,36,21,15,2
04-10-2023,CelestialInterface,2,995,119,363,269,94,58,40,55,24,31,6
04-10-2023,Quicksilver,1,627,297,67,21,46,62,7,30,24,6,1
04-10-2023,BitterLaser,1,198,141,105,53,52,94,62,70,20,50,3
04-10-2023,GrayPanthers,3,310,225,229,6,223,97,65,23,13,10,0
04-10-2023,Honeycomb,2,344,127,69,50,19,67,37,31,30,1,1
04-10-2023,CelestialInterface,2,796,184,679,271,408,63,36,60,24,36,8
04-10-2023,Discovery,2,900,789,650,42,608,75,44,40,32,8,4
04-10-2023,PrimeSeven,2,310,204,219,194,25,89,66,85,57,28,8
04-10-2023,PrimeSeven,3,602,67,399,116,283,69,68,6,3,3,0
04-11-2021,PrimeSeven,3,636,213,30,13,17,85,48,60,53,7,2
04-11-2021,CelestialInterface,2,449,263,128,21,107,86,61,39,14,25,3
04-11-2021,ImpactTraining,1,495,219,94,52,42,76,30,67,13,54,7
04-11-2021,CelestialInterface,2,524,149,184,12,172,94,64,6,5,1,0
04-11-2021,Quicksilver,2,737,202,394,115,279,92,76,40,36,4,0
04-11-2021,Discovery,1,685,121,377,7,370,66,39,53,45,8,3
04-11-2021,ImpactTraining,2,831,417,144,46,98,56,29,6,3,3,0
04-11-2021,BitterLaser,3,895,62,90,54,36,93,37,2,1,1,0
04-11-2021,BitterLaser,2,569,463,261,77,184,54,47,51,38,13,3
04-11-2022,CelestialInterface,2,392,115,188,138,50,73,45,44,20,24,4
04-11-2022,Aurora,2,383,161,215,11,204,76,46,62,23,39,2
04-11-2022,Mustangs,2,550,509,306,201,105,99,23,85,55,30,0
04-11-2022,PrimeSeven,2,826,476,577,560,17,88,27,62,47,15,6
04-11-2022,Aurora,1,451,235,260,41,219,88,49,12,0,12,0
04-11-2022,ImpactTraining,3,365,129,230,224,6,58,18,3,0,3,0
04-11-2022,BitterLaser,2,575,557,314,248,66,54,50,28,8,20,0
04-11-2023,Honeycomb,2,467,83,259,49,210,58,4,38,13,25,0
04-11-2023,ImpactTraining,3,672,629,432,305,127,96,61,70,13,57,4
04-11-2023,Quicksilver,3,353,154,317,161,156,83,76,47,14,33,5
04-11-2023,ImpactTraining,2,177,76,80,79,1,64,38,49,24,25,4
04-11-2023,Aurora,3,375,70,173,22,151,100,25,84,37,47,3
04-11-2023,GrayPanthers,2,890,618,52,50,2,82,50,13,7,6,0
04-11-2023,CelestialInterface,2,197,101,27,26,1,72,14,25,9,16,1
04-11-2023,Mustangs,2,506,460,244,151,93,92,74,3,0,3,0
04-11-2023,Discovery,2,166,145,87,23,64,86,75,58,47,11,3
04-11-2023,BitterLaser,1,546,118,6,5,1,60,16,30,2,28,3
04-12-2021,CelestialInterface,1,656,471,188,158,30,61,27,13,4,9,0
04-12-2021,BitterLaser,2,239,97,169,4,165,55,7,15,6,9,1
04-12-2021,Discovery,2,348,57,241,212,29,78,18,32,23,9,3
04-12-2021,Discovery,1,475,52,135,124,11,50,22,29,1,28,1
04-12-2021,Mustangs,2,847,558,276,192,84,70,56,36,22,14,2
04-12-2021,Aurora,1,583,63,120,104,16,68,48,8,2,6,0
04-12-2021,Honeycomb,1,731,589,580,369,211,72,54,49,17,32,2
04-12-2021,BitterLaser,2,324,194,227,87,140,63,1,35,2,33,0
04-12-2021,CelestialInterface,1,473,344,157,36,121,87,6,31,10,21,2
04-12-2022,ImpactTraining,1,869,201,727,513,214,94,5,12,11,1,0
04-12-2022,ImpactTraining,3,134,7,49,44,5,91,38,26,21,5,0
04-12-2022,PrimeSeven,1,600,154,326,42,284,88,63,76,46,30,4
04-12-2022,Aurora,1,303,213,277,223,54,93,69,82,0,82,10
04-12-2022,Mustangs,2,116,20,110,87,23,86,38,6,4,2,0
04-12-2022,ImpactTraining,3,443,24,182,75,107,66,31,52,39,13,4
04-12-2022,CelestialInterface,2,170,159,66,2,64,99,88,97,40,57,3
04-12-2022,Mustangs,3,844,371,120,1,119,79,56,50,46,4,0
04-12-2023,GrayPanthers,1,253,237,230,30,200,77,71,44,1,43,5
04-12-2023,Aurora,1,303,117,49,14,35,66,36,47,6,41,3
04-12-2023,CelestialInterface,3,171,120,75,64,11,62,45,41,39,2,4
04-12-2023,Honeycomb,3,541,537,165,70,95,81,33,41,1,40,0
04-12-2023,Discovery,3,556,121,352,236,116,96,25,85,72,13,8
05-01-2021,Honeycomb,3,555,20,192,147,45,65,40,5,2,3,0
05-01-2021,Discovery,1,538,290,222,83,139,70,57,23,15,8,1
05-01-2021,Honeycomb,3,565,410,163,135,28,51,39,9,3,6,0
05-01-2021,BitterLaser,2,758,664,554,486,68,99,1,4,0,4,0
05-01-2021,Aurora,1,867,417,176,50,126,60,4,8,0,8,0
05-01-2021,Honeycomb,2,937,520,182,65,117,93,72,78,25,53,10
05-01-2021,ImpactTraining,1,579,464,515,502,13,72,69,15,5,10,1
05-01-2021,GrayPanthers,3,683,29,363,64,299,90,25,1,0,1,0
05-01-2022,BitterLaser,3,529,497,338,44,294,59,12,58,29,29,5
05-01-2022,Discovery,2,307,147,89,82,7,78,60,27,17,10,0
05-01-2022,CelestialInterface,1,277,102,148,55,93,96,28,20,18,2,2
05-01-2022,ImpactTraining,1,659,487,43,34,9,99,96,4,0,4,0
05-01-2022,CelestialInterface,1,183,104,4,1,3,72,30,10,8,2,0
05-01-2022,Quicksilver,1,358,188,269,50,219,53,41,34,30,4,3
05-01-2022,Quicksilver,1,898,174,474,40,434,97,31,79,42,37,5
05-01-2022,BitterLaser,3,515,231,505,205,300,98,17,32,3,29,0
05-01-2022,GrayPanthers,3,806,471,693,587,106,94,21,35,21,14,4
05-01-2022,Honeycomb,1,523,383,306,163,143,73,20,59,8,51,2
05-01-2022,PrimeSeven,1,749,715,215,38,177,92,2,29,27,2,3
05-01-2023,Mustangs,1,776,747,432,14,418,58,45,32,4,28,2
05-01-2023,Quicksilver,3,235,57,220,55,165,64,33,45,9,36,3
05-01-2023,Honeycomb,2,634,326,161,143,18,52,32,20,4,16,1
05-01-2023,Quicksilver,3,608,539,220,63,157,67,28,34,30,4,1
05-01-2023,PrimeSeven,3,539,363,270,132,138,68,46,56,37,19,6
05-01-2023,Discovery,1,651,89,388,81,307,61,43,44,6,38,1
05-01-2023,BitterLaser,2,236,49,106,48,58,71,53,2,1,1,0
05-01-2023,Discovery,2,512,505,19,11,8,55,32,47,5,42,3
05-02-2021,BitterLaser,3,320,234,67,37,30,74,65,49,27,22,4
05-02-2021,Quicksilver,1,575,79,284,76,208,51,39,34,15,19,1
05-02-2021,Quicksilver,1,355,159,222,54,168,100,37,7,2,5,0
05-02-2021,Aurora,2,737,118,281,158,123,82,73,34,11,23,1
05-02-2021,GrayPanthers,2,978,600,326,295,31,65,60,6,0,6,0
05-02-2021,Honeycomb,1,197,132,161,9,152,93,51,90,69,21,4
05-02-2021,BitterLaser,3,806,712,563,519,44,70,7,62,53,9,3
05-02-2021,Aurora,3,652,93,481,143,338,52,4,11,2,9,0
05-02-2022,Discovery,1,338,70,37,22,15,82,12,49,27,22,0
05-02-2022,Aurora,3,470,323,238,143,95,72,7,39,1,38,2
05-02-2022,CelestialInterface,2,316,279,61,12,49,64,8,45,41,4,3
05-02-2022,ImpactTraining,2,369,258,310,170,140,63,51,52,37,15,4
05-02-2022,CelestialInterface,2,666,252,238,22,216,99,82,40,38,2,3
05-02-2022,GrayPanthers,1,886,153,363,289,74,60,25,4,0,4,0
05-02-2022,PrimeSeven,1,791,322,545,267,278,57,12,15,1,14,1
05-02-2022,Discovery,2,507,422,106,23,83,56,11,21,5,16,2
05-02-2022,BitterLaser,3,174,37,152,61,91,66,43,43,40,3,0
05-02-2022,PrimeSeven,3,831,349,399,168,231,77,35,69,12,57,2
05-02-2022,Mustangs,3,512,405,312,172,140,85,4,66,56,10,6
05-02-2023,Discovery,3,320,115,310,248,62,76,65,53,25,28,6
05-02-2023,Aurora,3,996,304,746,151,595,65,52,44,42,2,5
05-02-2023,BitterLaser,2,557,96,81,79,2,98,57,57,31,26,2
05-02-2023,GrayPanthers,3,665,397,206,111,95,79,64,61,47,14,6
05-02-2023,PrimeSeven,3,619,564,508,202,306,61,15,41,13,28,1
05-02-2023,Honeycomb,1,683,11,378,118,260,58,22,5,1,4,0
05-02-2023,Aurora,2,297,143,45,2,43,87,2,36,11,25,1
05-02-2023,ImpactTraining,1,257,125,134,33,101,74,2,30,25,5,0
05-03-2021,ImpactTraining,1,643,508,386,304,82,83,44,12,2,10,0
05-03-2021,BitterLaser,3,603,196,593,384,209,94,85,67,33,34,3
05-03-2021,ImpactTraining,2,411,169,239,159,80,90,31,46,25,21,3
05-03-2021,Quicksilver,1,655,571,78,3,75,97,55,58,39,19,1
05-03-2021,BitterLaser,3,891,864,267,175,92,78,40,66,38,28,3
05-03-2021,ImpactTraining,2,766,436,557,275,282,60,17,26,18,8,2
05-03-2021,CelestialInterface,3,296,15,11,7,4,59,25,25,2,23,2
05-03-2021,Honeycomb,1,364,102,141,42,99,89,7,26,16,10,2
05-03-2022,Discovery,3,108,81,92,74,18,57,38,15,8,7,0
05-03-2022,Quicksilver,2,862,816,286,142,144,75,16,14,5,9,1
05-03-2022,Quicksilver,2,429,82,342,228,114,77,76,51,14,37,2
05-03-2022,ImpactTraining,2,258,189,174,88,86,96,23,84,31,53,6
05-03-2022,CelestialInterface,2,651,197,274,187,87,56,51,36,0,36,3
05-03-2022,ImpactTraining,1,613,115,199,79,120,57,23,27,2,25,1
05-03-2023,PrimeSeven,3,451,95,83,11,72,88,0,60,49,11,6
05-03-2023,ImpactTraining,2,131,82,84,72,12,62,60,47,9,38,2
05-03-2023,BitterLaser,1,855,555,306,267,39,97,43,42,1,41,3
05-03-2023,GrayPanthers,3,939,464,848,416,432,57,54,55,23,32,0
05-03-2023,Honeycomb,2,562,121,436,151,285,65,28,8,5,3,0
05-03-2023,PrimeSeven,3,116,100,113,81,32,55,34,27,25,2,1
05-03-2023,GrayPanthers,2,222,177,201,154,47,94,38,54,13,41,3
05-03-2023,Aurora,3,421,377,177,136,41,83,10,20,14,6,2
05-03-2023,Quicksilver,1,890,144,370,47,323,66,21,31,12,19,2
05-03-2023,BitterLaser,1,118,2,4,2,2,65,15,63,34,29,0
05-04-2021,ImpactTraining,2,120,89,62,44,18,50,3,31,2,29,3
05-04-2021,GrayPanthers,1,292,154,258,7,251,60,58,7,6,1,0
05-04-2021,Discovery,2,149,102,128,2,126,86,33,47,0,47,4
05-04-2021,GrayPanthers,1,460,422,110,95,15,63,35,51,10,41,3
05-04-2021,Quicksilver,2,907,854,282,91,191,73,6,3,0,3,0
05-04-2021,Quicksilver,2,688,277,199,94,105,65,54,62,50,12,4
05-04-2021,GrayPanthers,2,611,467,201,31,170,82,39,22,11,11,0
05-04-2021,Honeycomb,3,849,332,47,10,37,95,79,21,15,6,1
05-04-2021,Discovery,2,585,13,46,44,2,82,73,63,2,61,2
05-04-2021,Mustangs,1,377,65,1,0,1,95,28,1,0,1,0
05-04-2022,Mustangs,3,939,200,355,331,24,70,3,7,0,7,0
05-04-2022,GrayPanthers,2,242,213,232,126,106,68,27,12,2,10,0
05-04-2022,PrimeSeven,1,574,77,468,89,379,79,45,25,7,18,2
05-04-2022,Aurora,1,990,767,17,0,17,52,9,23,9,14,0
05-04-2022,PrimeSeven,1,709,490,222,108,114,80,21,69,36,33,4
05-04-2022,Mustangs,2,729,502,461,32,429,70,45,49,30,19,6
05-04-2022,BitterLaser,3,527,447,200,151,49,77,62,60,23,37,5
05-04-2022,Aurora,2,895,643,157,37,120,59,41,4,2,2,0
05-04-2022,Quicksilver,3,333,97,327,9,318,70,37,25,17,8,1
05-04-2023,ImpactTraining,3,798,383,183,36,147,57,48,41,38,3,4
05-04-2023,Honeycomb,2,201,199,150,86,64,74,54,73,16,57,9
05-04-2023,Discovery,2,884,354,342,27,315,87,26,36,17,19,2
05-04-2023,Mustangs,3,651,362,600,408,192,90,52,13,11,2,0
05-04-2023,PrimeSeven,2,616,186,262,66,196,94,31,77,7,70,5
05-04-2023,CelestialInterface,3,293,247,211,147,64,82,20,61,11,50,8
05-04-2023,Discovery,3,719,479,599,315,284,58,13,20,17,3,2
05-04-2023,Discovery,2,549,491,421,106,315,58,10,41,16,25,4
05-05-2021,Quicksilver,3,873,851,574,232,342,90,53,26,7,19,0
05-05-2021,Discovery,3,877,544,861,721,140,52,25,27,16,11,3
05-05-2021,Quicksilver,3,539,50,537,510,27,83,45,74,59,15,7
05-05-2021,Mustangs,2,525,151,159,100,59,68,53,49,40,9,5
05-05-2021,PrimeSeven,1,719,173,140,8,132,88,41,25,24,1,1
05-05-2021,Mustangs,2,675,619,104,4,100,67,44,44,27,17,5
05-05-2021,Quicksilver,3,349,348,151,125,26,95,80,9,5,4,0
05-05-2021,GrayPanthers,3,797,397,524,378,146,50,5,29,10,19,3
05-05-2022,GrayPanthers,2,490,380,56,29,27,62,3,47,24,23,5
05-05-2022,GrayPanthers,3,396,256,273,33,240,100,63,87,15,72,4
05-05-2022,CelestialInterface,1,135,29,47,37,10,64,0,61,40,21,2
05-05-2022,GrayPanthers,1,493,364,44,41,3,75,4,44,42,2,0
05-05-2022,Mustangs,2,948,357,254,52,202,91,90,22,21,1,0
05-05-2022,ImpactTraining,1,221,163,215,207,8,59,26,43,18,25,3
05-05-2023,Aurora,1,696,223,65,17,48,51,25,25,0,25,2
05-05-2023,CelestialInterface,1,901,537,258,1,257,84,68,67,35,32,4
05-05-2023,Mustangs,2,986,11,567,405,162,59,6,24,17,7,2
05-05-2023,Honeycomb,1,506,417,259,113,146,85,12,84,45,39,4
05-05-2023,PrimeSeven,2,675,426,240,197,43,59,35,1,0,1,0
05-05-2023,Honeycomb,2,318,112,174,126,48,72,25,62,5,57,5
05-05-2023,Discovery,3,245,8,199,144,55,99,70,62,52,10,6
05-05-2023,CelestialInterface,3,295,47,236,132,104,96,71,85,30,55,1
05-05-2023,Discovery,1,982,757,249,95,154,64,53,43,20,23,1
05-05-2023,CelestialInterface,3,929,589,554,285,269,67,49,60,56,4,4
05-06-2021,Quicksilver,1,526,3,331,140,191,59,46,0,0,0,0
05-06-2021,Discovery,3,896,857,565,434,131,91,38,25,21,4,1
05-06-2021,PrimeSeven,2,892,736,459,38,421,83,15,39,2,37,4
05-06-2021,GrayPanthers,1,800,594,349,254,95,83,59,20,13,7,0
05-06-2021,GrayPanthers,2,667,477,335,189,146,86,76,2,1,1,0
05-06-2021,ImpactTraining,1,969,211,448,321,127,80,6,58,22,36,3
05-06-2021,ImpactTraining,3,638,105,161,74,87,86,48,83,72,11,5
05-06-2021,Quicksilver,2,391,247,248,119,129,56,39,7,2,5,0
05-06-2021,PrimeSeven,3,449,231,117,111,6,97,17,40,29,11,4
05-06-2022,ImpactTraining,3,640,605,241,2,239,51,34,27,20,7,3
05-06-2022,ImpactTraining,3,723,387,642,302,340,96,94,8,5,3,0
05-06-2022,Aurora,1,727,531,414,355,59,65,47,25,7,18,1
05-06-2022,GrayPanthers,1,139,127,24,19,5,64,61,34,23,11,2
05-06-2022,PrimeSeven,3,851,277,123,85,38,61,58,35,10,25,3
05-06-2023,ImpactTraining,3,754,14,598,451,147,52,4,36,15,21,1
05-06-2023,Mustangs,2,697,604,145,85,60,83,80,10,6,4,0
05-06-2023,PrimeSeven,3,133,61,32,10,22,62,55,40,4,36,0
05-06-2023,Honeycomb,1,519,452,44,34,10,52,0,51,23,28,5
05-06-2023,GrayPanthers,1,502,335,306,68,238,83,20,21,2,19,1
05-06-2023,Honeycomb,1,189,7,14,4,10,91,1,37,0,37,0
05-06-2023,Mustangs,3,233,26,57,30,27,84,19,17,2,15,0
05-06-2023,ImpactTraining,3,595,557,455,171,284,50,12,39,32,7,2
05-06-2023,BitterLaser,1,548,153,117,76,41,68,11,27,23,4,2
05-07-2021,Discovery,3,528,82,171,144,27,80,48,23,12,11,1
05-07-2021,Aurora,3,841,670,449,17,432,66,35,64,11,53,2
05-07-2021,Honeycomb,3,366,300,231,20,211,90,64,15,3,12,0
05-07-2021,ImpactTraining,2,943,925,786,528,258,96,54,0,0,0,0
05-07-2021,Honeycomb,3,363,158,88,61,27,76,2,57,43,14,2
05-07-2021,Discovery,3,100,67,23,19,4,58,20,28,10,18,1
05-07-2021,PrimeSeven,2,805,802,202,172,30,100,23,40,1,39,5
05-07-2021,Mustangs,3,334,55,310,237,73,73,69,52,31,21,4
05-07-2021,GrayPanthers,2,321,101,139,62,77,80,34,43,24,19,2
05-07-2022,BitterLaser,2,940,14,820,185,635,66,4,36,24,12,3
05-07-2022,ImpactTraining,3,977,437,967,711,256,53,52,49,19,30,2
05-07-2022,Quicksilver,2,517,69,1,0,1,78,67,9,2,7,0
05-07-2022,BitterLaser,3,190,167,164,144,20,79,27,34,25,9,3
05-07-2022,Discovery,3,428,362,391,348,43,96,51,56,2,54,4
05-07-2022,ImpactTraining,3,726,666,392,312,80,93,42,10,2,8,0
05-07-2022,CelestialInterface,1,198,93,59,31,28,91,67,86,67,19,5
05-07-2022,BitterLaser,2,357,214,6,2,4,63,46,40,26,14,4
05-07-2022,Mustangs,3,156,67,29,23,6,76,18,61,36,25,2
05-07-2022,ImpactTraining,1,647,641,268,103,165,95,11,31,8,23,0
05-07-2023,Honeycomb,2,268,225,228,81,147,100,14,45,36,9,2
05-07-2023,PrimeSeven,1,549,206,280,181,99,67,29,15,7,8,1
05-07-2023,Mustangs,3,142,119,30,15,15,66,64,43,38,5,3
05-07-2023,ImpactTraining,2,602,17,8,7,1,75,65,49,16,33,0
05-07-2023,PrimeSeven,3,400,282,238,234,4,70,3,13,4,9,0
05-07-2023,CelestialInterface,2,904,88,223,222,1,60,24,33,30,3,3
05-07-2023,BitterLaser,2,478,436,21,14,7,77,44,68,36,32,1
05-07-2023,Discovery,3,658,278,294,189,105,84,72,35,26,9,2
05-07-2023,BitterLaser,2,826,243,398,367,31,73,11,45,24,21,5
05-07-2023,Honeycomb,2,251,51,222,88,134,87,21,26,18,8,1
05-07-2023,CelestialInterface,2,784,63,670,561,109,55,40,11,8,3,0
05-08-2021,Honeycomb,3,238,143,3,1,2,95,42,39,5,34,0
05-08-2021,BitterLaser,3,403,357,121,118,3,88,11,44,20,24,4
05-08-2021,Mustangs,2,716,649,54,48,6,51,44,20,12,8,1
05-08-2021,ImpactTraining,3,791,25,461,47,414,64,49,27,8,19,2
05-08-2021,Aurora,3,117,83,26,1,25,76,9,42,19,23,4
05-08-2021,BitterLaser,2,763,95,206,15,191,82,0,39,36,3,1
05-08-2021,BitterLaser,2,128,17,43,17,26,55,15,48,27,21,4
05-08-2021,Honeycomb,2,870,415,778,4,774,99,32,94,72,22,8
05-08-2021,CelestialInterface,3,419,173,74,62,12,96,79,35,14,21,4
05-08-2021,Aurora,1,688,512,516,166,350,73,33,45,7,38,2
05-08-2021,Aurora,2,842,57,713,455,258,83,43,78,60,18,8
05-08-2021,ImpactTraining,1,949,706,56,24,32,61,7,59,11,48,5
05-08-2021,Discovery,3,336,87,171,28,143,90,18,18,16,2,1
05-08-2021,GrayPanthers,1,444,70,301,0,301,82,69,3,2,1,0
05-08-2022,PrimeSeven,3,486,270,310,279,31,87,82,15,14,1,1
05-08-2022,CelestialInterface,3,300,251,268,228,40,70,59,65,61,4,1
05-08-2022,ImpactTraining,2,487,24,384,155,229,93,22,40,31,9,3
05-08-2022,Discovery,1,370,218,333,222,111,79,6,26,24,2,2
05-08-2022,Discovery,1,452,282,388,97,291,87,38,14,0,14,1
05-08-2022,CelestialInterface,1,957,665,282,30,252,52,29,31,25,6,0
05-08-2022,Quicksilver,2,129,6,14,11,3,79,64,32,8,24,0
05-08-2022,PrimeSeven,3,939,137,359,142,217,91,42,61,31,30,8
05-08-2022,CelestialInterface,1,771,729,705,606,99,53,1,12,0,12,0
05-08-2022,CelestialInterface,3,108,47,89,35,54,57,49,15,11,4,0
05-08-2022,Quicksilver,2,700,6,339,109,230,70,56,59,40,19,6
05-08-2022,PrimeSeven,3,951,0,355,16,339,81,56,27,1,26,2
05-08-2022,PrimeSeven,2,676,329,373,138,235,56,45,38,3,35,2
05-08-2023,Mustangs,3,143,27,1,0,1,54,39,4,3,1,0
05-08-2023,Quicksilver,3,668,452,515,114,401,54,3,36,30,6,3
05-08-2023,Mustangs,2,555,57,203,160,43,88,48,55,36,19,1
05-08-2023,Honeycomb,2,572,222,78,39,39,58,4,12,7,5,0
05-08-2023,Honeycomb,3,292,241,164,38,126,68,39,20,14,6,0
05-08-2023,Discovery,1,205,5,168,87,81,58,4,54,20,34,6
05-08-2023,Quicksilver,1,882,452,11,9,2,62,2,5,0,5,0
05-08-2023,BitterLaser,3,337,243,261,224,37,53,44,11,7,4,0
05-08-2023,Honeycomb,2,147,47,62,4,58,83,42,78,73,5,1
05-08-2023,CelestialInterface,2,807,292,321,119,202,79,14,43,28,15,0
05-09-2021,Discovery,3,835,493,636,265,371,94,32,46,24,22,2
05-09-2021,Mustangs,3,933,630,554,496,58,56,2,29,4,25,3
05-09-2021,CelestialInterface,2,923,408,28,24,4,82,40,70,66,4,4
05-09-2021,PrimeSeven,2,561,252,452,174,278,90,12,85,45,40,11
05-09-2021,Honeycomb,3,361,18,238,130,108,98,63,24,11,13,2
05-09-2021,Quicksilver,2,294,0,106,61,45,98,39,73,2,71,5
05-09-2021,BitterLaser,2,722,576,143,91,52,100,55,37,2,35,4
05-09-2021,Honeycomb,3,486,319,249,115,134,73,28,24,4,20,0
05-09-2021,Honeycomb,3,483,85,85,77,8,83,23,41,24,17,0
05-09-2022,GrayPanthers,1,759,252,560,211,349,76,41,74,11,63,7
05-09-2022,Mustangs,1,818,672,500,371,129,55,7,32,13,19,0
05-09-2022,Quicksilver,2,444,320,59,48,11,99,69,96,76,20,13
05-09-2022,ImpactTraining,3,647,40,292,27,265,66,25,46,12,34,5
05-09-2022,GrayPanthers,1,210,14,96,86,10,81,41,57,14,43,0
05-09-2022,Mustangs,3,992,166,377,46,331,75,51,1,0,1,0
05-09-2022,PrimeSeven,3,135,5,43,11,32,80,4,5,3,2,0
05-09-2022,Aurora,1,830,582,539,278,261,81,22,72,57,15,9
05-09-2022,Honeycomb,2,462,210,432,56,376,93,85,15,11,4,0
05-09-2022,Discovery,1,477,278,472,457,15,53,36,31,13,18,3
05-09-2022,Mustangs,3,149,80,101,39,62,65,60,3,2,1,0
05-09-2022,GrayPanthers,2,853,454,336,65,271,66,29,20,10,10,2
05-09-2023,ImpactTraining,1,754,264,288,94,194,50,11,39,29,10,3
05-09-2023,BitterLaser,2,820,361,177,170,7,99,85,82,43,39,6
05-09-2023,Quicksilver,1,360,269,71,42,29,92,37,8,5,3,0
05-09-2023,Mustangs,2,637,582,240,119,121,95,62,79,53,26,9
05-09-2023,Discovery,2,310,297,39,11,28,60,36,28,11,17,1
05-09-2023,ImpactTraining,2,345,188,142,32,110,83,6,29,5,24,0
05-10-2021,Aurora,1,151,105,60,59,1,98,57,19,11,8,1
05-10-2021,Quicksilver,3,458,312,450,402,48,89,6,26,0,26,1
05-10-2021,CelestialInterface,3,674,226,510,380,130,99,45,47,43,4,0
05-10-2021,Quicksilver,3,831,671,182,148,34,65,45,13,8,5,0
05-10-2021,Mustangs,3,784,319,218,173,45,77,54,7,5,2,0
05-10-2021,PrimeSeven,1,997,913,567,399,168,59,4,15,9,6,1
05-10-2021,Aurora,1,434,399,247,182,65,54,6,29,23,6,1
05-10-2021,ImpactTraining,2,270,241,261,101,160,100,38,78,36,42,3
05-10-2021,CelestialInterface,1,631,184,447,202,245,78,59,7,4,3,0
05-10-2021,GrayPanthers,3,756,476,435,415,20,55,26,48,25,23,0
05-10-2021,Quicksilver,1,825,561,470,116,354,76,56,72,15,57,4
05-10-2021,Aurora,3,415,327,146,107,39,78,65,62,36,26,3
05-10-2022,ImpactTraining,1,871,597,758,239,519,77,40,46,21,25,2
05-10-2022,GrayPanthers,1,659,297,146,79,67,86,29,35,32,3,1
05-10-2022,Discovery,2,553,349,27,13,14,77,7,72,15,57,8
05-10-2022,ImpactTraining,3,136,132,46,10,36,66,7,2,1,1,0
05-10-2022,PrimeSeven,1,996,558,375,256,119,96,55,28,25,3,1
05-10-2022,Mustangs,1,241,135,178,162,16,55,45,15,1,14,0
05-10-2022,Mustangs,2,991,291,922,9,913,99,31,11,8,3,0
05-10-2022,Mustangs,3,727,244,65,20,45,97,10,16,5,11,1
05-10-2022,Aurora,3,598,435,150,33,117,77,23,28,18,10,0
05-10-2023,Aurora,2,153,58,14,5,9,54,7,47,5,42,6
05-10-2023,BitterLaser,2,176,144,100,0,100,63,55,5,0,5,0
05-10-2023,Honeycomb,2,980,286,468,15,453,58,33,30,21,9,2
05-10-2023,GrayPanthers,1,877,285,286,121,165,95,4,10,3,7,0
05-10-2023,Discovery,3,681,592,391,276,115,57,54,18,12,6,0
05-10-2023,PrimeSeven,1,183,151,19,6,13,82,13,3,0,3,0
05-10-2023,ImpactTraining,3,344,307,73,36,37,100,43,25,9,16,0
05-10-2023,CelestialInterface,1,731,409,255,152,103,97,70,79,30,49,7
05-10-2023,Mustangs,3,417,100,163,50,113,94,79,41,22,19,0
05-10-2023,Discovery,2,883,706,288,213,75,68,17,61,56,5,1
05-10-2023,Mustangs,1,472,151,231,75,156,94,31,17,16,1,1
05-10-2023,BitterLaser,3,571,75,460,372,88,57,34,19,6,13,1
05-10-2023,Mustangs,3,597,457,214,162,52,70,46,33,20,13,2
